Date,AveragePrice,Total Volume,type,region
2016-06-26,1.17,3095673.83,conventional,Midsouth
2016-06-19,1.16,3304967.62,conventional,Midsouth
2016-06-12,1.15,3122351.17,conventional,Midsouth
2016-06-05,1.14,3223814.39,conventional,Midsouth
2016-05-29,1.09,3349139.43,conventional,Midsouth
2016-05-22,1.08,3154318.39,conventional,Midsouth
2016-05-15,1.04,3205037.79,conventional,Midsouth
2016-05-08,0.95,3850645.65,conventional,Midsouth
2016-05-01,0.99,3536333.98,conventional,Midsouth
2016-04-24,1.04,3332609.87,conventional,Midsouth
2016-04-17,1.06,3029003.02,conventional,Midsouth
2016-04-10,1.05,2836884.82,conventional,Midsouth
2016-04-03,1.07,2690267.94,conventional,Midsouth
2016-03-27,1.08,2911903.46,conventional,Midsouth
2016-03-20,1.05,3198477.41,conventional,Midsouth
2016-03-13,1.07,3093898.37,conventional,Midsouth
2016-03-06,1.1,2942515.87,conventional,Midsouth
2016-02-28,1.05,3032920.39,conventional,Midsouth
2016-02-21,1.06,2747176.06,conventional,Midsouth
2016-02-14,0.99,3173460.24,conventional,Midsouth
2016-02-07,0.91,4131614.84,conventional,Midsouth
2016-01-31,1.0,2881461.41,conventional,Midsouth
2016-01-24,1.01,3147902.67,conventional,Midsouth
2016-01-17,1.05,3001683.91,conventional,Midsouth
2016-01-10,1.04,2871898.66,conventional,Midsouth
2016-01-03,1.01,2967929.65,conventional,Midsouth
2016-12-25,0.93,166486.05,conventional,Nashville
2016-12-18,0.92,158024.16,conventional,Nashville
2016-12-11,0.9,193711.04,conventional,Nashville
2016-12-04,0.96,189526.37,conventional,Nashville
2016-11-27,1.24,129937.75,conventional,Nashville
2016-11-20,1.33,131605.7,conventional,Nashville
2016-11-13,1.39,141387.19,conventional,Nashville
2016-11-06,1.31,146936.93,conventional,Nashville
2016-10-30,1.18,151715.9,conventional,Nashville
2016-10-23,1.19,163017.85,conventional,Nashville
2016-10-16,1.06,177609.17,conventional,Nashville
2016-10-09,1.2,156477.24,conventional,Nashville
2016-10-02,1.15,172755.25,conventional,Nashville
2016-09-25,1.16,174768.99,conventional,Nashville
2016-09-18,1.01,191359.67,conventional,Nashville
2016-09-11,0.75,250165.13,conventional,Nashville
2016-09-04,0.73,292902.13,conventional,Nashville
2016-08-28,1.09,172757.72,conventional,Nashville
2016-08-21,1.09,184733.93,conventional,Nashville
2016-08-14,1.06,202833.66,conventional,Nashville
2016-08-07,1.12,188016.6,conventional,Nashville
2016-07-31,1.1,186520.46,conventional,Nashville
2016-07-24,1.07,191727.48,conventional,Nashville
2016-07-17,1.07,196773.62,conventional,Nashville
2016-07-10,1.0,198240.02,conventional,Nashville
2016-07-03,0.87,250902.49,conventional,Nashville
2016-06-26,0.98,195471.62,conventional,Nashville
2016-06-19,0.89,232084.2,conventional,Nashville
2016-06-12,0.97,190921.36,conventional,Nashville
2016-06-05,0.88,223368.78,conventional,Nashville
2016-05-29,0.87,238624.36,conventional,Nashville
2016-05-22,0.92,204128.5,conventional,Nashville
2016-05-15,0.81,219615.86,conventional,Nashville
2016-05-08,0.88,212720.44,conventional,Nashville
2016-05-01,0.81,237679.37,conventional,Nashville
2016-04-24,0.81,233759.31,conventional,Nashville
2016-04-17,0.9,178369.19,conventional,Nashville
2016-04-10,0.82,206829.38,conventional,Nashville
2016-04-03,0.95,165587.67,conventional,Nashville
2016-03-27,0.93,171568.47,conventional,Nashville
2016-03-20,0.93,179305.81,conventional,Nashville
2016-03-13,0.87,188478.21,conventional,Nashville
2016-03-06,0.97,159755.26,conventional,Nashville
2016-02-28,0.88,190263.02,conventional,Nashville
2016-02-21,0.94,182025.3,conventional,Nashville
2016-02-14,0.88,203205.09,conventional,Nashville
2016-02-07,0.77,268608.69,conventional,Nashville
2016-01-31,0.95,173689.71,conventional,Nashville
2016-01-24,0.87,167159.24,conventional,Nashville
2016-01-17,0.95,181360.74,conventional,Nashville
2016-01-10,0.9,212752.83,conventional,Nashville
2016-01-03,0.98,185316.35,conventional,Nashville
2016-12-25,0.94,225497.02,conventional,NewOrleansMobile
2016-12-18,1.08,183103.22,conventional,NewOrleansMobile
2016-12-11,1.21,177582.49,conventional,NewOrleansMobile
2016-12-04,1.05,253241.58,conventional,NewOrleansMobile
2016-11-27,1.38,148538.06,conventional,NewOrleansMobile
2016-11-20,1.35,167233.36,conventional,NewOrleansMobile
2016-11-13,1.26,225721.51,conventional,NewOrleansMobile
2016-11-06,1.49,183542.31,conventional,NewOrleansMobile
2016-10-30,1.48,163510.83,conventional,NewOrleansMobile
2016-10-23,1.44,203438.23,conventional,NewOrleansMobile
2016-10-16,1.36,222712.89,conventional,NewOrleansMobile
2016-10-09,1.25,233898.8,conventional,NewOrleansMobile
2016-10-02,1.29,214690.77,conventional,NewOrleansMobile
2016-09-25,1.19,264726.41,conventional,NewOrleansMobile
2016-09-18,1.18,244913.97,conventional,NewOrleansMobile
2016-09-11,1.13,250492.62,conventional,NewOrleansMobile
2016-09-04,0.94,324151.3,conventional,NewOrleansMobile
2016-08-28,1.02,309238.91,conventional,NewOrleansMobile
2016-08-21,1.04,314573.49,conventional,NewOrleansMobile
2016-08-14,1.11,265537.57,conventional,NewOrleansMobile
2016-08-07,1.13,287114.43,conventional,NewOrleansMobile
2016-07-31,1.2,254878.35,conventional,NewOrleansMobile
2016-07-24,1.16,261491.83,conventional,NewOrleansMobile
2016-07-17,1.09,284925.7,conventional,NewOrleansMobile
2016-07-10,1.06,291978.06,conventional,NewOrleansMobile
2016-07-03,0.93,360419.86,conventional,NewOrleansMobile
2016-06-26,1.05,267116.01,conventional,NewOrleansMobile
2016-06-19,0.97,293340.02,conventional,NewOrleansMobile
2016-06-12,0.95,283922.91,conventional,NewOrleansMobile
2016-06-05,0.89,291490.49,conventional,NewOrleansMobile
2016-05-29,0.85,300077.74,conventional,NewOrleansMobile
2016-05-22,0.96,271554.45,conventional,NewOrleansMobile
2016-05-15,0.86,288244.89,conventional,NewOrleansMobile
2016-05-08,0.63,495732.92,conventional,NewOrleansMobile
2016-05-01,0.58,564738.86,conventional,NewOrleansMobile
2016-04-24,0.87,295498.57,conventional,NewOrleansMobile
2016-04-17,0.87,323909.4,conventional,NewOrleansMobile
2016-04-10,0.87,312471.42,conventional,NewOrleansMobile
2016-04-03,0.89,316709.44,conventional,NewOrleansMobile
2016-03-27,0.94,263581.97,conventional,NewOrleansMobile
2016-03-20,0.94,273647.06,conventional,NewOrleansMobile
2016-03-13,0.91,304057.64,conventional,NewOrleansMobile
2016-03-06,0.97,267953.78,conventional,NewOrleansMobile
2016-02-28,0.8,320342.69,conventional,NewOrleansMobile
2016-02-21,0.89,263057.19,conventional,NewOrleansMobile
2016-02-14,0.81,269319.37,conventional,NewOrleansMobile
2016-02-07,0.58,542750.89,conventional,NewOrleansMobile
2016-01-31,0.88,282933.79,conventional,NewOrleansMobile
2016-01-24,0.9,228086.1,conventional,NewOrleansMobile
2016-01-17,0.88,286862.77,conventional,NewOrleansMobile
2016-01-10,0.9,264477.45,conventional,NewOrleansMobile
2016-01-03,0.86,274498.01,conventional,NewOrleansMobile
2016-12-25,1.36,1087984.9,conventional,NewYork
2016-12-18,1.26,1241381.71,conventional,NewYork
2016-12-11,1.32,1163696.14,conventional,NewYork
2016-12-04,1.52,960475.67,conventional,NewYork
2016-11-27,1.56,970753.07,conventional,NewYork
2016-11-20,1.59,1093097.04,conventional,NewYork
2016-11-13,1.9,830018.48,conventional,NewYork
2016-11-06,1.93,767190.62,conventional,NewYork
2016-10-30,1.99,618279.77,conventional,NewYork
2016-10-23,1.95,807564.93,conventional,NewYork
2016-10-16,1.89,969846.54,conventional,NewYork
2016-10-09,1.76,1031060.45,conventional,NewYork
2016-10-02,1.72,1057930.65,conventional,NewYork
2016-09-25,1.62,1061132.87,conventional,NewYork
2016-09-18,1.5,1108446.44,conventional,NewYork
2016-09-11,1.26,1558413.54,conventional,NewYork
2016-09-04,1.47,1278749.25,conventional,NewYork
2016-08-28,1.58,1212399.97,conventional,NewYork
2016-08-21,1.47,1334937.86,conventional,NewYork
2016-08-14,1.49,1275952.93,conventional,NewYork
2016-08-07,1.54,1256917.91,conventional,NewYork
2016-07-31,1.7,1122162.86,conventional,NewYork
2016-07-24,1.68,1180373.67,conventional,NewYork
2016-07-17,1.64,1076259.08,conventional,NewYork
2016-07-10,1.51,1266199.75,conventional,NewYork
2016-07-03,1.53,1280725.34,conventional,NewYork
2016-06-26,1.2,1622151.78,conventional,NewYork
2016-06-19,1.5,1372612.33,conventional,NewYork
2016-06-12,1.44,1485642.35,conventional,NewYork
2016-06-05,1.47,1447580.25,conventional,NewYork
2016-05-29,1.08,1827100.26,conventional,NewYork
2016-05-22,1.14,1586647.62,conventional,NewYork
2016-05-15,1.14,1706730.17,conventional,NewYork
2016-05-08,0.77,2740587.86,conventional,NewYork
2016-05-01,1.22,1536109.56,conventional,NewYork
2016-04-24,1.12,1718055.86,conventional,NewYork
2016-04-17,1.08,1030786.84,conventional,NewYork
2016-04-10,1.09,987897.9,conventional,NewYork
2016-04-03,1.31,1240608.2,conventional,NewYork
2016-03-27,1.32,1395562.08,conventional,NewYork
2016-03-20,1.09,1743194.56,conventional,NewYork
2016-03-13,1.17,1600417.32,conventional,NewYork
2016-03-06,1.24,1455656.4,conventional,NewYork
2016-02-28,1.15,1594427.98,conventional,NewYork
2016-02-21,1.21,1315177.5,conventional,NewYork
2016-02-14,1.09,1806980.64,conventional,NewYork
2016-02-07,0.95,2202127.86,conventional,NewYork
2016-01-31,1.02,1615465.33,conventional,NewYork
2016-01-24,1.3,1429242.83,conventional,NewYork
2016-01-17,1.01,1840344.27,conventional,NewYork
2016-01-10,1.15,1364272.64,conventional,NewYork
2016-01-03,1.07,1454164.32,conventional,NewYork
2016-12-25,1.36,3216470.61,conventional,Northeast
2016-12-18,1.22,3686005.68,conventional,Northeast
2016-12-11,1.32,3381321.05,conventional,Northeast
2016-12-04,1.4,3222663.98,conventional,Northeast
2016-11-27,1.51,2701518.48,conventional,Northeast
2016-11-20,1.51,3206946.52,conventional,Northeast
2016-11-13,1.67,2706838.44,conventional,Northeast
2016-11-06,1.71,2507401.04,conventional,Northeast
2016-10-30,1.72,2364424.49,conventional,Northeast
2016-10-23,1.67,2916578.9,conventional,Northeast
2016-10-16,1.65,3107049.25,conventional,Northeast
2016-10-09,1.54,3350949.74,conventional,Northeast
2016-10-02,1.59,3257752.57,conventional,Northeast
2016-09-25,1.53,3458790.86,conventional,Northeast
2016-09-18,1.45,3442454.03,conventional,Northeast
2016-09-11,1.28,4456957.62,conventional,Northeast
2016-09-04,1.4,4019648.55,conventional,Northeast
2016-08-28,1.4,4309301.79,conventional,Northeast
2016-08-21,1.4,4127080.33,conventional,Northeast
2016-08-14,1.37,4195423.29,conventional,Northeast
2016-08-07,1.47,4024822.13,conventional,Northeast
2016-07-31,1.6,3813808.25,conventional,Northeast
2016-07-24,1.54,3834290.51,conventional,Northeast
2016-07-17,1.49,3736814.35,conventional,Northeast
2016-07-10,1.33,4487625.78,conventional,Northeast
2016-07-03,1.41,4486744.99,conventional,Northeast
2016-06-26,1.28,4840949.87,conventional,Northeast
2016-06-19,1.4,4506892.62,conventional,Northeast
2016-06-12,1.34,4599028.54,conventional,Northeast
2016-06-05,1.35,4570515.87,conventional,Northeast
2016-05-29,1.14,5141314.86,conventional,Northeast
2016-05-22,1.14,4609250.24,conventional,Northeast
2016-05-15,1.13,4999100.74,conventional,Northeast
2016-05-08,0.87,6899727.12,conventional,Northeast
2016-05-01,1.12,5247266.74,conventional,Northeast
2016-04-24,1.13,4815249.22,conventional,Northeast
2016-04-17,1.12,3849051.4,conventional,Northeast
2016-04-10,1.09,3756625.12,conventional,Northeast
2016-04-03,1.18,3872680.79,conventional,Northeast
2016-03-27,1.23,4239016.69,conventional,Northeast
2016-03-20,1.11,4834759.09,conventional,Northeast
2016-03-13,1.13,4713935.35,conventional,Northeast
2016-03-06,1.21,4226925.7,conventional,Northeast
2016-02-28,1.15,4481119.44,conventional,Northeast
2016-02-21,1.21,3948234.94,conventional,Northeast
2016-02-14,1.08,4959257.88,conventional,Northeast
2016-02-07,1.03,5919226.12,conventional,Northeast
2016-01-31,1.06,4650798.49,conventional,Northeast
2016-01-24,1.21,4412280.93,conventional,Northeast
2016-01-17,1.09,4891516.5,conventional,Northeast
2016-01-10,1.2,3890225.41,conventional,Northeast
2016-01-03,1.07,4524219.73,conventional,Northeast
2016-12-25,1.24,325634.21,conventional,NorthernNewEngland
2016-12-18,1.19,357508.29,conventional,NorthernNewEngland
2016-12-11,1.29,310425.3,conventional,NorthernNewEngland
2016-12-04,1.12,440990.34,conventional,NorthernNewEngland
2016-11-27,1.41,262748.42,conventional,NorthernNewEngland
2016-11-20,1.39,315783.24,conventional,NorthernNewEngland
2016-11-13,1.48,268388.51,conventional,NorthernNewEngland
2016-11-06,1.47,242666.87,conventional,NorthernNewEngland
2016-10-30,1.52,255455.34,conventional,NorthernNewEngland
2016-10-23,1.48,291385.56,conventional,NorthernNewEngland
2016-10-16,1.47,290884.89,conventional,NorthernNewEngland
2016-10-09,1.4,305506.51,conventional,NorthernNewEngland
2016-10-02,1.52,291185.37,conventional,NorthernNewEngland
2016-09-25,1.58,315399.04,conventional,NorthernNewEngland
2016-09-18,1.48,316980.64,conventional,NorthernNewEngland
2016-09-11,1.44,343314.74,conventional,NorthernNewEngland
2016-09-04,1.38,374902.91,conventional,NorthernNewEngland
2016-08-28,1.08,573338.65,conventional,NorthernNewEngland
2016-08-21,1.34,413497.16,conventional,NorthernNewEngland
2016-08-14,1.21,463651.71,conventional,NorthernNewEngland
2016-08-07,1.41,457429.1,conventional,NorthernNewEngland
2016-07-31,1.49,435129.36,conventional,NorthernNewEngland
2016-07-24,1.36,463062.51,conventional,NorthernNewEngland
2016-07-17,1.37,412386.17,conventional,NorthernNewEngland
2016-07-10,1.06,569327.81,conventional,NorthernNewEngland
2016-07-03,1.29,525917.26,conventional,NorthernNewEngland
2016-06-26,1.28,497816.81,conventional,NorthernNewEngland
2016-06-19,1.26,485945.76,conventional,NorthernNewEngland
2016-06-12,1.19,472020.49,conventional,NorthernNewEngland
2016-06-05,1.18,471356.84,conventional,NorthernNewEngland
2016-05-29,1.1,499944.01,conventional,NorthernNewEngland
2016-05-22,1.02,433251.71,conventional,NorthernNewEngland
2016-05-15,1.07,443517.22,conventional,NorthernNewEngland
2016-05-08,0.97,546838.34,conventional,NorthernNewEngland
2016-05-01,1.02,628512.14,conventional,NorthernNewEngland
2016-04-24,1.07,431615.62,conventional,NorthernNewEngland
2016-04-17,1.12,399074.14,conventional,NorthernNewEngland
2016-04-10,1.04,409227.87,conventional,NorthernNewEngland
2016-04-03,0.99,486716.71,conventional,NorthernNewEngland
2016-03-27,1.13,423257.57,conventional,NorthernNewEngland
2016-03-20,1.14,414604.35,conventional,NorthernNewEngland
2016-03-13,1.01,476634.67,conventional,NorthernNewEngland
2016-03-06,1.08,405931.49,conventional,NorthernNewEngland
2016-02-28,1.1,387149.69,conventional,NorthernNewEngland
2016-02-21,1.16,380427.08,conventional,NorthernNewEngland
2016-02-14,0.99,456439.67,conventional,NorthernNewEngland
2016-02-07,0.97,605846.78,conventional,NorthernNewEngland
2016-01-31,1.07,419786.19,conventional,NorthernNewEngland
2016-01-24,1.07,453559.54,conventional,NorthernNewEngland
2016-01-17,1.08,447078.92,conventional,NorthernNewEngland
2016-01-10,1.24,343406.89,conventional,NorthernNewEngland
2016-01-03,0.96,553828.14,conventional,NorthernNewEngland
2016-12-25,0.94,359005.75,conventional,Orlando
2016-12-18,0.92,333093.29,conventional,Orlando
2016-12-11,1.22,247659.65,conventional,Orlando
2016-12-04,0.97,398859.76,conventional,Orlando
2016-11-27,1.46,221373.99,conventional,Orlando
2016-11-20,1.46,239374.44,conventional,Orlando
2016-11-13,1.4,250639.48,conventional,Orlando
2016-11-06,1.47,236696.6,conventional,Orlando
2016-10-30,1.54,223224.74,conventional,Orlando
2016-10-23,1.52,236500.42,conventional,Orlando
2016-10-16,1.23,311363.97,conventional,Orlando
2016-10-09,1.44,267399.38,conventional,Orlando
2016-10-02,1.45,301939.19,conventional,Orlando
2016-09-25,1.4,302808.91,conventional,Orlando
2016-09-18,1.16,319543.98,conventional,Orlando
2016-09-11,1.18,312266.53,conventional,Orlando
2016-09-04,0.97,477301.28,conventional,Orlando
2016-08-28,1.18,326913.34,conventional,Orlando
2016-08-21,1.19,347563.11,conventional,Orlando
2016-08-14,1.14,416694.11,conventional,Orlando
2016-08-07,1.23,327167.52,conventional,Orlando
2016-07-31,1.24,320002.63,conventional,Orlando
2016-07-24,1.22,336366.84,conventional,Orlando
2016-07-17,1.17,348318.4,conventional,Orlando
2016-07-10,1.17,341532.31,conventional,Orlando
2016-07-03,0.93,553640.36,conventional,Orlando
2016-06-26,1.18,333568.95,conventional,Orlando
2016-06-19,0.97,454278.32,conventional,Orlando
2016-06-12,1.24,293811.97,conventional,Orlando
2016-06-05,0.97,448117.51,conventional,Orlando
2016-05-29,0.95,481068.52,conventional,Orlando
2016-05-22,1.17,312532.64,conventional,Orlando
2016-05-15,0.83,512839.94,conventional,Orlando
2016-05-08,0.95,432737.31,conventional,Orlando
2016-05-01,0.76,667818.16,conventional,Orlando
2016-04-24,0.83,533830.62,conventional,Orlando
2016-04-17,1.06,347880.73,conventional,Orlando
2016-04-10,0.83,517277.53,conventional,Orlando
2016-04-03,1.05,349121.77,conventional,Orlando
2016-03-27,1.06,311571.85,conventional,Orlando
2016-03-20,1.09,291755.18,conventional,Orlando
2016-03-13,0.84,479956.1,conventional,Orlando
2016-03-06,1.08,291732.26,conventional,Orlando
2016-02-28,0.82,496972.61,conventional,Orlando
2016-02-21,1.05,296932.11,conventional,Orlando
2016-02-14,0.96,312270.64,conventional,Orlando
2016-02-07,0.58,696369.34,conventional,Orlando
2016-01-31,1.03,329626.92,conventional,Orlando
2016-01-24,0.93,399751.64,conventional,Orlando
2016-01-17,1.19,248039.16,conventional,Orlando
2016-01-10,0.96,413413.58,conventional,Orlando
2016-01-03,1.11,308711.73,conventional,Orlando
2016-12-25,1.43,329493.55,conventional,Philadelphia
2016-12-18,1.38,336267.19,conventional,Philadelphia
2016-12-11,1.37,356716.07,conventional,Philadelphia
2016-12-04,1.54,301329.5,conventional,Philadelphia
2016-11-27,1.57,279131.45,conventional,Philadelphia
2016-11-20,1.57,328557.17,conventional,Philadelphia
2016-11-13,1.72,293852.55,conventional,Philadelphia
2016-11-06,1.86,269770.44,conventional,Philadelphia
2016-10-30,1.83,254423.1,conventional,Philadelphia
2016-10-23,1.89,293380.24,conventional,Philadelphia
2016-10-16,1.74,335408.43,conventional,Philadelphia
2016-10-09,1.71,355667.75,conventional,Philadelphia
2016-10-02,1.61,366233.17,conventional,Philadelphia
2016-09-25,1.54,366205.45,conventional,Philadelphia
2016-09-18,1.41,403065.41,conventional,Philadelphia
2016-09-11,1.24,499659.75,conventional,Philadelphia
2016-09-04,1.3,488463.75,conventional,Philadelphia
2016-08-28,1.49,418742.8,conventional,Philadelphia
2016-08-21,1.45,408490.7,conventional,Philadelphia
2016-08-14,1.43,415099.81,conventional,Philadelphia
2016-08-07,1.45,411252.23,conventional,Philadelphia
2016-07-31,1.57,376353.23,conventional,Philadelphia
2016-07-24,1.56,389534.59,conventional,Philadelphia
2016-07-17,1.52,392041.56,conventional,Philadelphia
2016-07-10,1.47,420054.95,conventional,Philadelphia
2016-07-03,1.47,427325.17,conventional,Philadelphia
2016-06-26,1.24,478874.92,conventional,Philadelphia
2016-06-19,1.46,421529.12,conventional,Philadelphia
2016-06-12,1.44,426671.94,conventional,Philadelphia
2016-06-05,1.44,450346.65,conventional,Philadelphia
2016-05-29,1.18,484287.12,conventional,Philadelphia
2016-05-22,1.2,459980.05,conventional,Philadelphia
2016-05-15,1.22,474934.47,conventional,Philadelphia
2016-05-08,0.91,698601.84,conventional,Philadelphia
2016-05-01,1.21,478384.72,conventional,Philadelphia
2016-04-24,1.17,504960.76,conventional,Philadelphia
2016-04-17,1.17,366448.78,conventional,Philadelphia
2016-04-10,1.17,346080.71,conventional,Philadelphia
2016-04-03,1.28,370753.84,conventional,Philadelphia
2016-03-27,1.29,417870.83,conventional,Philadelphia
2016-03-20,1.05,543578.3,conventional,Philadelphia
2016-03-13,1.1,533501.85,conventional,Philadelphia
2016-03-06,1.33,417688.74,conventional,Philadelphia
2016-02-28,1.27,419881.8,conventional,Philadelphia
2016-02-21,1.26,409152.46,conventional,Philadelphia
2016-02-14,1.19,445228.64,conventional,Philadelphia
2016-02-07,0.96,675832.78,conventional,Philadelphia
2016-01-31,1.04,469689.07,conventional,Philadelphia
2016-01-24,1.34,448784.3,conventional,Philadelphia
2016-01-17,1.14,492565.69,conventional,Philadelphia
2016-01-10,1.23,413224.5,conventional,Philadelphia
2016-01-03,1.19,421093.02,conventional,Philadelphia
2016-12-25,0.64,1108953.48,conventional,PhoenixTucson
2016-12-18,0.56,1236204.18,conventional,PhoenixTucson
2016-12-11,0.67,1056806.44,conventional,PhoenixTucson
2016-12-04,0.63,1164027.22,conventional,PhoenixTucson
2016-11-27,0.72,907516.28,conventional,PhoenixTucson
2016-11-20,0.7,1226126.36,conventional,PhoenixTucson
2016-11-13,0.94,911367.38,conventional,PhoenixTucson
2016-11-06,1.0,734433.2,conventional,PhoenixTucson
2016-10-30,1.11,644652.47,conventional,PhoenixTucson
2016-10-23,1.02,699711.07,conventional,PhoenixTucson
2016-10-16,1.03,831120.57,conventional,PhoenixTucson
2016-10-09,0.99,885661.32,conventional,PhoenixTucson
2016-10-02,1.03,815711.64,conventional,PhoenixTucson
2016-09-25,1.04,811939.65,conventional,PhoenixTucson
2016-09-18,1.0,826738.9,conventional,PhoenixTucson
2016-09-11,0.88,961997.61,conventional,PhoenixTucson
2016-09-04,0.64,1455770.91,conventional,PhoenixTucson
2016-08-28,0.79,1024799.73,conventional,PhoenixTucson
2016-08-21,0.58,1459911.33,conventional,PhoenixTucson
2016-08-14,0.69,1325974.87,conventional,PhoenixTucson
2016-08-07,0.64,1522368.93,conventional,PhoenixTucson
2016-07-31,1.0,851296.1,conventional,PhoenixTucson
2016-07-24,0.94,922526.29,conventional,PhoenixTucson
2016-07-17,0.92,864516.85,conventional,PhoenixTucson
2016-07-10,0.89,995347.5,conventional,PhoenixTucson
2016-07-03,0.77,1069905.64,conventional,PhoenixTucson
2016-06-26,0.6,1360168.72,conventional,PhoenixTucson
2016-06-19,0.62,1348891.94,conventional,PhoenixTucson
2016-06-12,0.81,991221.27,conventional,PhoenixTucson
2016-06-05,0.67,1197277.61,conventional,PhoenixTucson
2016-05-29,0.58,1342825.39,conventional,PhoenixTucson
2016-05-22,0.68,1063411.38,conventional,PhoenixTucson
2016-05-15,0.55,1318932.22,conventional,PhoenixTucson
2016-05-08,0.57,1489269.33,conventional,PhoenixTucson
2016-05-01,0.62,1178000.01,conventional,PhoenixTucson
2016-04-24,0.54,1352494.83,conventional,PhoenixTucson
2016-04-17,0.61,1166007.02,conventional,PhoenixTucson
2016-04-10,0.56,1387970.0,conventional,PhoenixTucson
2016-04-03,0.61,1091234.04,conventional,PhoenixTucson
2016-03-27,0.54,1423939.62,conventional,PhoenixTucson
2016-03-20,0.56,1339528.26,conventional,PhoenixTucson
2016-03-13,0.64,1103110.33,conventional,PhoenixTucson
2016-03-06,0.51,1442973.47,conventional,PhoenixTucson
2016-02-28,0.57,1290021.19,conventional,PhoenixTucson
2016-02-21,0.67,1098967.88,conventional,PhoenixTucson
2016-02-14,0.61,1209857.67,conventional,PhoenixTucson
2016-02-07,0.55,1609195.36,conventional,PhoenixTucson
2016-01-31,0.64,1113755.21,conventional,PhoenixTucson
2016-01-24,0.61,1016720.53,conventional,PhoenixTucson
2016-01-17,0.71,1069974.38,conventional,PhoenixTucson
2016-01-10,0.59,1276128.92,conventional,PhoenixTucson
2016-01-03,0.62,1092066.65,conventional,PhoenixTucson
2016-12-25,1.26,80688.76,conventional,Pittsburgh
2016-12-18,1.02,123555.7,conventional,Pittsburgh
2016-12-11,1.21,84144.99,conventional,Pittsburgh
2016-12-04,1.27,80731.39,conventional,Pittsburgh
2016-11-27,1.27,67448.86,conventional,Pittsburgh
2016-11-20,1.27,85227.73,conventional,Pittsburgh
2016-11-13,1.26,86306.22,conventional,Pittsburgh
2016-11-06,1.25,92657.44,conventional,Pittsburgh
2016-10-30,1.25,86820.55,conventional,Pittsburgh
2016-10-23,1.3,90368.85,conventional,Pittsburgh
2016-10-16,1.27,87503.46,conventional,Pittsburgh
2016-10-09,1.29,89506.29,conventional,Pittsburgh
2016-10-02,1.3,92483.87,conventional,Pittsburgh
2016-09-25,1.01,165178.31,conventional,Pittsburgh
2016-09-18,1.27,91298.63,conventional,Pittsburgh
2016-09-11,1.33,80206.95,conventional,Pittsburgh
2016-09-04,1.23,93887.78,conventional,Pittsburgh
2016-08-28,1.4,89247.85,conventional,Pittsburgh
2016-08-21,1.42,89949.42,conventional,Pittsburgh
2016-08-14,1.42,93415.78,conventional,Pittsburgh
2016-08-07,1.37,97959.55,conventional,Pittsburgh
2016-07-31,1.42,94553.4,conventional,Pittsburgh
2016-07-24,1.35,104420.57,conventional,Pittsburgh
2016-07-17,1.25,113655.96,conventional,Pittsburgh
2016-07-10,1.29,111914.65,conventional,Pittsburgh
2016-07-03,1.36,128114.61,conventional,Pittsburgh
2016-06-26,1.39,110772.26,conventional,Pittsburgh
2016-06-19,1.42,104127.89,conventional,Pittsburgh
2016-06-12,1.41,102412.83,conventional,Pittsburgh
2016-06-05,1.38,111137.97,conventional,Pittsburgh
2016-05-29,1.4,117486.96,conventional,Pittsburgh
2016-05-22,1.17,113857.64,conventional,Pittsburgh
2016-05-15,0.87,165733.74,conventional,Pittsburgh
2016-05-08,0.89,144813.19,conventional,Pittsburgh
2016-05-01,0.92,169483.29,conventional,Pittsburgh
2016-04-24,1.02,109421.34,conventional,Pittsburgh
2016-04-17,1.17,107271.68,conventional,Pittsburgh
2016-04-10,1.18,102684.74,conventional,Pittsburgh
2016-04-03,1.26,87991.76,conventional,Pittsburgh
2016-03-27,1.15,93607.68,conventional,Pittsburgh
2016-03-20,1.17,87881.33,conventional,Pittsburgh
2016-03-13,1.17,91112.78,conventional,Pittsburgh
2016-03-06,1.18,99548.51,conventional,Pittsburgh
2016-02-28,1.21,96483.82,conventional,Pittsburgh
2016-02-21,1.23,84755.36,conventional,Pittsburgh
2016-02-14,1.14,87228.1,conventional,Pittsburgh
2016-02-07,1.18,105805.21,conventional,Pittsburgh
2016-01-31,1.22,88551.72,conventional,Pittsburgh
2016-01-24,1.2,96487.8,conventional,Pittsburgh
2016-01-17,1.22,94971.15,conventional,Pittsburgh
2016-01-10,1.23,110155.55,conventional,Pittsburgh
2016-01-03,1.27,90521.74,conventional,Pittsburgh
2016-12-25,1.09,1449394.65,conventional,Plains
2016-12-18,1.06,1426470.94,conventional,Plains
2016-12-11,1.08,1468901.87,conventional,Plains
2016-12-04,1.09,1676509.02,conventional,Plains
2016-11-27,1.35,1131932.27,conventional,Plains
2016-11-20,1.49,1126964.32,conventional,Plains
2016-11-13,1.57,1187396.84,conventional,Plains
2016-11-06,1.55,1281023.69,conventional,Plains
2016-10-30,1.54,1058938.09,conventional,Plains
2016-10-23,1.53,1179301.18,conventional,Plains
2016-10-16,1.49,1252399.56,conventional,Plains
2016-10-09,1.41,1360541.39,conventional,Plains
2016-10-02,1.37,1352081.51,conventional,Plains
2016-09-25,1.35,1419113.4,conventional,Plains
2016-09-18,1.24,1641724.15,conventional,Plains
2016-09-11,1.18,1697761.29,conventional,Plains
2016-09-04,1.1,1933628.13,conventional,Plains
2016-08-28,1.22,1693969.47,conventional,Plains
